ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Total_Children,Age,Total_Spending,Total_Purchases,Education_enc,Marital_Status_enc,Country_enc,Age_Group,Has_Children,Online_Purchases,Store_Purchases
2453,1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,SP,1,65,819.0,20,0.0,3.0,0.0,Older,1,8,12
7787,1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,CA,1,65,819.0,20,0.0,3.0,1.0,Older,1,8,12
2230,1970,Phd,Married,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,GER,1,55,43.0,7,1.0,2.0,4.0,Younger,1,4,3
8146,1976,Master,Together,46106.0,1,1,2014-05-11,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,SA,2,49,54.0,4,3.0,3.0,6.0,Younger,1,2,2
988,1965,Graduation,Married,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,SP,0,60,1193.0,17,0.0,2.0,0.0,Older,0,10,7
4832,1979,Graduation,Married,27244.0,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,SP,1,46,101.0,6,0.0,2.0,0.0,Younger,1,4,2
3152,1957,Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,IND,2,68,89.0,6,0.0,3.0,5.0,Older,1,3,3
11188,1957,Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,SP,2,68,89.0,6,0.0,3.0,0.0,Older,1,3,3
361,1969,Master,Married,43142.0,1,1,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,AUS,2,56,20.0,3,3.0,2.0,3.0,Younger,1,1,2
5939,1971,Graduation,Together,38232.0,1,1,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,SP,2,54,122.0,7,0.0,3.0,0.0,Younger,1,4,3
9349,1985,Graduation,Married,92533.0,0,0,2013-12-19,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,GER,0,40,1131.0,22,0.0,2.0,4.0,Younger,0,11,11
819,1945,Graduation,Widow,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,SP,0,80,1103.0,24,0.0,4.0,0.0,Older,0,11,13
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,US,1,70,257.0,10,0.0,3.0,2.0,Older,1,4,6
4541,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,CA,1,70,257.0,10,0.0,3.0,1.0,Older,1,4,6
2456,1975,Phd,Married,40233.0,0,1,2013-10-14,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,SA,1,50,149.0,8,1.0,2.0,6.0,Younger,1,3,5
2516,1969,2N Cycle,Married,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,SP,2,56,78.0,5,2.0,2.0,0.0,Younger,1,3,2
11013,1987,Graduation,Together,67605.0,0,0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,SP,0,38,938.0,16,0.0,3.0,0.0,Younger,0,10,6
9988,1976,Master,Single,70379.0,0,1,2013-03-03,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,CA,1,49,860.0,22,3.0,1.0,1.0,Younger,1,9,13
1627,1957,2N Cycle,Divorced,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,SP,0,68,789.0,21,2.0,0.0,0.0,Older,0,12,9
1490,1962,Graduation,Married,55759.0,0,1,2012-11-28,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,CA,1,63,854.0,21,0.0,2.0,1.0,Older,1,13,8
6710,1951,Master,Single,58217.0,2,1,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,SP,3,74,103.0,6,3.0,1.0,0.0,Older,1,2,4
7375,1976,Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,SA,1,49,576.0,14,0.0,3.0,6.0,Younger,1,10,4
10144,1976,Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,SA,1,49,576.0,14,0.0,3.0,6.0,Younger,1,10,4
3138,1956,Graduation,Single,91249.0,0,0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,1,0,SP,0,69,1676.0,22,0.0,1.0,0.0,Older,0,16,6
1440,1978,2N Cycle,Together,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,SP,0,47,1149.0,23,2.0,3.0,0.0,Younger,0,14,9
4200,1970,Master,Married,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,SA,1,55,275.0,11,3.0,2.0,6.0,Younger,1,5,6
4998,1962,Graduation,Together,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,SP,0,63,1033.0,13,0.0,3.0,0.0,Older,0,9,4
7321,1962,Graduation,Together,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,IND,0,63,1033.0,13,0.0,3.0,5.0,Older,0,9,4
8663,1974,Graduation,Divorced,39996.0,1,1,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,AUS,2,51,15.0,3,0.0,0.0,3.0,Younger,1,1,2
1958,1973,Phd,Together,55012.0,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,SP,1,52,660.0,19,1.0,3.0,0.0,Younger,1,10,9
6963,1947,Graduation,Single,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,SA,0,78,1157.0,17,0.0,1.0,6.0,Older,0,7,10
1065,1963,Graduation,Single,80695.0,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,US,0,62,1918.0,18,0.0,1.0,2.0,Older,0,13,5
2712,1956,Graduation,Married,71866.0,0,1,2013-12-25,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,AUS,1,69,715.0,19,0.0,2.0,3.0,Older,1,9,10
6049,1982,Master,Together,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,SP,0,43,1804.0,26,3.0,3.0,0.0,Younger,0,15,11
6605,1944,Phd,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,SP,0,81,682.0,19,1.0,0.0,0.0,Older,0,13,6
11181,1949,Phd,Married,117416.25,0,0,2013-08-29,85,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,76,8.0,0,1.0,2.0,1.0,Older,0,0,0
5234,1967,2N Cycle,Together,30753.0,1,1,2013-07-11,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,CA,2,58,81.0,5,2.0,3.0,1.0,Younger,1,2,3
5253,1956,Master,Together,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,SP,2,69,227.0,10,3.0,3.0,0.0,Older,1,6,4
11148,1975,Graduation,Together,22280.0,1,0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,SP,1,50,13.0,3,0.0,3.0,0.0,Younger,1,1,2
6289,1951,Master,Together,59385.0,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,SP,2,74,185.0,8,3.0,3.0,0.0,Older,1,4,4
9743,1955,Graduation,Married,76998.0,0,1,2013-01-11,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,CA,1,70,1910.0,27,0.0,2.0,1.0,Older,1,19,8
9209,1971,Master,Together,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,SA,0,54,1564.0,23,3.0,3.0,6.0,Younger,0,10,13
6417,1971,Master,Together,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,SP,0,54,1564.0,23,3.0,3.0,0.0,Younger,0,10,13
7937,1982,Graduation,Married,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,SP,0,43,58.0,6,0.0,2.0,0.0,Younger,0,3,3
6488,1959,Phd,Married,38829.0,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,GER,1,66,99.0,7,1.0,2.0,4.0,Older,1,5,2
3194,1974,Phd,Single,71466.0,0,0,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,CA,0,51,1230.0,18,1.0,1.0,1.0,Younger,0,8,10
231,1956,Master,Together,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,SP,2,69,32.0,5,3.0,3.0,0.0,Older,1,2,3
9697,1951,Graduation,Married,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,SP,2,74,542.0,17,0.0,2.0,0.0,Older,1,9,8
4676,1951,Master,Widow,73705.0,0,2,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,SP,2,74,1695.0,23,3.0,4.0,0.0,Older,1,15,8
8079,1982,Graduation,Married,22448.0,1,0,2014-02-26,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,SA,1,43,55.0,6,0.0,2.0,6.0,Younger,1,3,3
10032,1976,Graduation,Divorced,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,SA,1,49,53.0,7,0.0,0.0,6.0,Younger,1,4,3
10505,1960,Master,Together,73113.0,0,0,2013-12-26,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,SA,0,65,1001.0,14,3.0,3.0,6.0,Older,0,7,7
2005,1990,Graduation,Married,35765.0,1,0,2013-12-11,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,CA,1,35,75.0,6,0.0,2.0,1.0,Younger,1,2,4
6940,1966,Phd,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,SP,3,59,223.0,8,1.0,1.0,0.0,Younger,1,5,3
2304,1963,Phd,Together,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,SA,1,62,770.0,21,1.0,3.0,6.0,Older,1,9,12
3170,1957,Master,Together,68148.0,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,SP,0,68,1042.0,14,3.0,3.0,0.0,Older,0,8,6
10466,1965,Graduation,Married,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,SP,2,60,60.0,5,0.0,2.0,0.0,Older,1,1,4
7325,1986,Phd,Together,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,SP,1,39,40.0,4,1.0,3.0,0.0,Younger,1,1,3
455,1946,Phd,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,SP,0,79,209.0,9,1.0,2.0,0.0,Older,0,5,4
7592,1946,Phd,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,SP,0,79,209.0,9,1.0,2.0,0.0,Older,0,5,4
4547,1960,Graduation,Together,13672.0,1,1,2013-04-17,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,SP,2,65,25.0,4,0.0,3.0,0.0,Older,1,1,3
6825,1953,Graduation,Together,41452.0,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,CA,2,72,16.0,3,0.0,3.0,1.0,Older,1,1,2
2961,1982,Graduation,Married,42081.0,1,0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,SP,1,43,382.0,13,0.0,2.0,0.0,Younger,1,9,4
8700,1986,Basic,Single,14906.0,0,0,2012-12-22,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,SA,0,39,66.0,6,4.0,1.0,6.0,Younger,0,3,3
2278,1985,2N Cycle,Single,33812.0,1,0,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,US,1,40,133.0,6,2.0,1.0,2.0,Younger,1,3,3
10703,1975,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,SP,2,50,120.0,7,3.0,1.0,0.0,Younger,1,5,2
9,1975,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,CA,2,50,120.0,7,3.0,1.0,1.0,Younger,1,5,2
2804,1975,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,1,0,IND,2,50,120.0,7,3.0,1.0,5.0,Younger,1,5,2
4915,1956,2N Cycle,Married,53230.0,0,1,2012-08-03,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0,GER,1,69,732.0,19,2.0,2.0,4.0,Older,1,7,12
3010,1989,Master,Together,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,SP,0,36,2069.0,19,3.0,3.0,0.0,Younger,0,11,8
4279,1963,2N Cycle,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,SP,2,62,54.0,5,2.0,1.0,0.0,Older,1,2,3
2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,SP,1,72,165.0,8,0.0,3.0,0.0,Older,1,4,4
1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,SP,0,61,1379.0,16,0.0,1.0,0.0,Older,0,9,7
5084,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,SP,1,50,1064.0,23,0.0,4.0,0.0,Younger,1,10,13
7094,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,GER,1,50,1064.0,23,0.0,4.0,4.0,Younger,1,10,13
6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,US,0,58,1146.0,16,0.0,3.0,2.0,Younger,0,10,6
6131,1980,2N Cycle,Married,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,SP,2,45,431.0,14,2.0,2.0,0.0,Younger,1,6,8
5798,1973,Master,Together,54362.48395262943,0,0,2013-11-23,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,GER,0,52,985.0,14,3.0,3.0,4.0,Younger,0,6,8
10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,SP,2,63,574.0,16,3.0,1.0,0.0,Older,1,7,9
606,1967,Graduation,Single,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,SP,2,58,15.0,3,0.0,1.0,0.0,Younger,1,1,2
7801,1959,Graduation,Together,54753.0,0,1,2013-09-12,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,SA,1,66,728.0,18,0.0,3.0,6.0,Older,1,7,11
2445,1974,Phd,Together,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,SP,1,51,63.0,5,1.0,3.0,0.0,Younger,1,2,3
5346,1973,2N Cycle,Married,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,GER,1,52,79.0,6,2.0,2.0,4.0,Younger,1,3,3
550,1952,Graduation,Divorced,62335.0,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,SP,1,73,708.0,19,0.0,0.0,0.0,Older,1,6,13
4478,1979,Graduation,Married,63777.0,1,1,2013-03-24,87,457,5,106,15,17,53,8,11,1,6,8,0,0,0,0,0,0,0,IND,2,46,653.0,18,0.0,2.0,5.0,Younger,1,12,6
2350,1972,Graduation,Married,59666.0,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,CA,2,53,1027.0,13,0.0,2.0,1.0,Younger,1,5,8
1118,1956,Master,Married,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,SP,1,69,685.0,19,3.0,2.0,0.0,Older,1,14,5
1491,1965,2N Cycle,Together,71488.0,0,0,2013-02-18,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,CA,0,60,559.0,14,2.0,3.0,1.0,Older,0,7,7
4507,1952,Graduation,Single,72228.0,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,SP,0,73,1250.0,21,0.0,1.0,0.0,Older,0,13,8
7023,1953,Phd,Single,46231.0,2,1,2012-11-26,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,SA,3,72,263.0,11,1.0,1.0,6.0,Older,1,7,4
6977,1974,Graduation,Together,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,SP,1,51,1921.0,28,0.0,3.0,0.0,Younger,1,15,13
4042,1971,Graduation,Divorced,43300.0,0,1,2012-10-13,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,1,0,CA,1,54,180.0,8,0.0,0.0,1.0,Younger,1,4,4
7274,1957,Graduation,Married,78618.0,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,SP,0,68,2153.0,21,0.0,2.0,0.0,Older,0,11,10
2902,1958,Graduation,Together,51822.170973678905,1,1,2012-09-03,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,AUS,2,67,45.0,4,0.0,3.0,3.0,Older,1,1,3
3332,1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,GER,1,40,165.0,8,0.0,1.0,4.0,Younger,1,4,4
7433,1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,SP,1,40,165.0,8,0.0,1.0,0.0,Younger,1,4,4
9386,1962,Graduation,Together,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,SP,1,63,320.0,12,0.0,3.0,0.0,Older,1,6,6
5176,1988,Graduation,Together,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,SA,1,37,53.0,4,0.0,3.0,6.0,Younger,1,1,3
10323,1952,Graduation,Married,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,SP,1,73,304.0,11,0.0,2.0,0.0,Older,1,6,5
4682,1958,Graduation,Married,51876.0,0,0,2013-10-15,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,GER,0,67,310.0,12,0.0,2.0,4.0,Older,0,4,8
3083,1974,Graduation,Married,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,SP,2,51,373.0,13,0.0,2.0,0.0,Younger,1,8,5
8015,1962,Phd,Divorced,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,1,0,SP,0,63,1313.0,19,1.0,0.0,0.0,Older,0,10,9
1745,1962,Phd,Divorced,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,1,0,SP,0,63,1313.0,19,1.0,0.0,0.0,Older,0,10,9
3136,1962,Master,Divorced,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,SP,1,63,663.0,19,3.0,0.0,0.0,Older,1,8,11
6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,AUS,1,74,637.0,18,0.0,0.0,3.0,Older,1,12,6
8132,1975,Phd,Married,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,GER,2,50,661.0,19,1.0,2.0,4.0,Younger,1,11,8
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,AUS,1,40,53.0,5,3.0,2.0,3.0,Younger,1,2,3
8148,1956,Master,Together,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,SA,2,69,859.0,20,3.0,3.0,6.0,Older,1,8,12
2736,1978,Graduation,Married,73807.0,0,1,2013-01-02,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,0,IND,1,47,849.0,21,0.0,2.0,5.0,Younger,1,10,11
8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,0,69,26.0,4,3.0,3.0,0.0,Older,0,1,3
692,1954,Graduation,Together,36807.0,1,1,2012-12-20,88,4,2,5,0,0,5,1,1,0,2,6,0,0,0,0,0,0,0,IND,2,71,16.0,3,0.0,3.0,5.0,Older,1,1,2
7706,1975,2N Cycle,Together,46772.0,0,1,2012-11-07,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0,CA,1,50,1048.0,24,2.0,3.0,1.0,Younger,1,19,5
9298,1947,Phd,Together,81574.0,0,0,2014-04-28,89,1252,0,465,46,35,0,1,4,5,8,1,0,1,1,0,0,0,0,SA,0,78,1798.0,17,1.0,3.0,6.0,Older,0,9,8
2986,1976,Graduation,Married,30772.0,1,1,2014-03-12,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,CA,2,49,20.0,3,0.0,2.0,1.0,Younger,1,1,2
10812,1978,Phd,Married,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,SA,1,47,90.0,6,1.0,2.0,6.0,Younger,1,3,3
2909,1974,Phd,Married,78128.0,0,1,2014-02-19,89,934,24,230,16,24,36,2,8,4,6,3,0,1,1,0,0,0,0,GER,1,51,1264.0,18,1.0,2.0,4.0,Younger,1,12,6
6974,1972,Phd,Together,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,GER,0,53,1497.0,21,1.0,3.0,4.0,Younger,0,16,5
9140,1960,2N Cycle,Together,50523.0,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,US,2,65,91.0,6,2.0,3.0,2.0,Older,1,2,4
4554,1965,Graduation,Together,47009.0,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,SP,1,60,448.0,13,0.0,3.0,0.0,Older,1,5,8
7791,1967,Master,Married,37054.0,1,1,2013-09-15,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,0,SA,2,58,25.0,4,3.0,2.0,6.0,Younger,1,1,3
5455,1971,Phd,Married,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,SP,1,54,122.0,7,1.0,2.0,0.0,Younger,1,3,4
7960,1962,2N Cycle,Together,82122.0,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,SP,0,63,1382.0,25,2.0,3.0,0.0,Older,0,12,13
3426,1975,Graduation,Divorced,70300.0,1,0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,SP,1,50,1596.0,23,0.0,0.0,0.0,Younger,1,10,13
5316,1976,Master,Together,21024.0,0,0,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,SP,0,49,84.0,6,3.0,3.0,0.0,Younger,0,2,4
1404,1968,Graduation,Together,34916.0,2,0,2013-05-15,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,SA,2,57,231.0,9,0.0,3.0,6.0,Younger,1,6,3
10598,1967,Graduation,Together,27943.0,1,1,2013-04-15,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,SP,2,58,37.0,5,0.0,3.0,0.0,Younger,1,2,3
8212,1971,Master,Married,39791.0,0,1,2013-03-28,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,SP,1,54,174.0,8,3.0,2.0,0.0,Younger,1,4,4
3233,1965,Phd,Married,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,SA,1,60,1117.0,26,1.0,2.0,6.0,Older,1,15,11
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,US,0,56,75.0,6,0.0,1.0,2.0,Younger,0,3,3
2975,1976,Graduation,Together,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,SP,1,49,1956.0,22,0.0,3.0,0.0,Younger,1,13,9
5043,1951,Basic,Married,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,SP,0,74,434.0,11,4.0,2.0,0.0,Older,0,6,5
3104,1961,Graduation,Single,82332.0,0,0,2012-09-17,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,1,0,GER,0,64,2006.0,20,0.0,1.0,4.0,Older,0,8,12
10854,1970,Phd,Married,38853.0,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,IND,2,55,45.0,5,1.0,2.0,5.0,Younger,1,2,3
